Row ID,Order ID,Data da Venda,Prioridade,Quantidade,Valor da Venda,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio
1956,13988,8/1/2012,Não Especificada,18,"236,31","0,04",Aéreo Rápido,"-2,24","11,97","4,98",MaryBeth Skach,Porto Alegre,28115,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,Staples 6 Outlet Surge,Small Box,"0,58",8/2/2012
3232,23174,7/26/2012,Baixa,8,"138,24","0,03",Aéreo Normal,"-60,04","16,74","7,04",Harry Marie,Formosa,53110,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,Rogers® Profile Extra Capacity Storage Tub,Small Box,"0,81",8/2/2012
4624,32903,7/26/2012,Baixa,31,"454,58","0,07",Aéreo Normal,"-118,75","15,31","8,78",Daniel Lacy,São Paulo,11575,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,"0,57",8/2/2012
7883,56384,7/31/2012,Crítica,29,"6139,34","0,08",Transporte Rodoviário,"-528,65","218,75","69,64",Steven Roelle,Ribeirão Pires,16148,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mesas,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,"0,77",8/2/2012
8294,59234,7/29/2012,Baixa,32,"5686,25","0,04",Aéreo Normal,"2109,21","177,98","0,99",Michelle Lonsdale,Goiânia,60025,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Kensington 7 Outlet MasterPiece Power Center,Small Box,"0,56",8/2/2012
369,2562,7/31/2012,Crítica,17,"821,18","0,04",Aéreo Rápido,"308,63","48,91","5,81",Cindy Chapman,Maceió,85737,Alagoas,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1891,Small Box,"0,38",8/1/2012
1633,11808,7/31/2012,Não Especificada,1,"148,344","0,06",Transporte Rodoviário,"25,21","150,98","39,25",Tracy Poddar,São Paulo,43050,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,"0,75",8/1/2012
2273,16352,7/30/2012,Média,16,"113,25","0,03",Aéreo Normal,"-43,43","6,48","6,65",Logan Haushalter,São Paulo,10550,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1966,Small Box,"0,36",8/1/2012
3708,26469,7/30/2012,Média,4,"7406,49","0,03",Aéreo Normal,"701,22","1889,99","19,99",Arthur Prichep,São Paulo,44106,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Ibico EPK-21 Electric Binding System,Small Box,"0,36",8/1/2012
3870,27616,7/30/2012,Baixa,3,"614,14","0,09",Aéreo Normal,"-735,27","199,99","24,49",Susan Pistek,Florianópolis,70117,Santa Catarina,Sul,Brasil,Escritório em Casa,Tecnologia,Copiadoras e fax,Canon PC-428 Personal Copier,Large Box,"0,46",8/1/2012
6069,42982,7/27/2012,Baixa,42,"1587,59","0,08",Aéreo Normal,"651,74","39,89","3,04",Brendan Sweed,Feira de Santana,98115,Bahia,Nordeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,"0,53",8/1/2012
6661,47399,8/1/2012,Baixa,26,"145,76",0,Aéreo Normal,"5,67","5,28","2,99",Rick Bensley,Maringá,33317,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,"0,37",8/1/2012
7882,56384,7/31/2012,Crítica,47,"257,2","0,04",Aéreo Normal,"-2172,14","4,48",49,Steven Roelle,Ribeirão Pires,16148,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Hoover Portapower™ Portable Vacuum,Large Box,"0,6",8/1/2012
2898,20932,7/29/2012,Alta,38,"123,26","0,02",Aéreo Normal,"-4,73","3,26","1,86",Raymond Fair,Belo Horizonte,01757,Minas Gerais,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,"0,41",7/31/2012
3678,26310,7/29/2012,Não Especificada,5,"77,41","0,05",Aéreo Normal,"9,35","15,67","1,39",Neil French,Florianópolis,70802,Santa Catarina,Sul,Brasil,Corporativo,Material de Escritório,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,"0,38",7/31/2012
3709,26469,7/30/2012,Média,50,"350,01","0,04",Aéreo Normal,"-133,43","6,68","6,93",Arthur Prichep,São Paulo,44106,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Papel,HP Office Paper (20Lb. and 87 Bright),Small Box,"0,37",7/31/2012
5186,36864,7/29/2012,Baixa,9,"55,49","0,05",Aéreo Normal,"7,23","6,08","0,91",Toby Carlisle,São Paulo,14043,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,"0,51",7/31/2012
5762,40901,7/29/2012,Média,40,"273,14","0,02",Aéreo Normal,"-96,90","6,6","4,07",Darrin Van Huff,Florianópolis,42240,Santa Catarina,Sul,Brasil,Escritório em Casa,Tecnologia,Periféricos,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,"0,66",7/31/2012
5763,40901,7/29/2012,Média,22,"3100,1115","0,02",Aéreo Rápido,"567,37","155,99","8,08",Darrin Van Huff,Florianópolis,42240,Santa Catarina,Sul,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,300 Series Non-Flip,Small Box,"0,6",7/31/2012
7395,52678,7/29/2012,Alta,3,"112,79","0,06",Transporte Rodoviário,"-95,39","20,98","53,03",Jonathan Doherty,Cachoeira do Sul,27834,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Tennsco Lockers, Gray",Jumbo Drum,"0,78",7/31/2012
2238,16161,7/28/2012,Média,38,"151,19","0,03",Aéreo Normal,"60,63","3,78","0,71",Kristina Nunn,Anápolis,48227,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Elásticos,Staples Bulldog Clip,Wrap Bag,"0,39",7/30/2012
3679,26310,7/29/2012,Não Especificada,19,"112,67","0,09",Aéreo Normal,"-37,85","5,98","5,14",Neil French,Florianópolis,70802,Santa Catarina,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1974,Small Box,"0,36",7/30/2012
6277,44423,7/29/2012,Crítica,39,"248,64","0,08",Aéreo Normal,"-69,27","6,28","5,29",Nona Balk,Maringá,36203,Paraná,Sul,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Eldon® 200 Class™ Desk Accessories, Burgundy",Small Box,"0,43",7/30/2012
754,5408,7/20/2012,Baixa,11,"2392,23","0,04",Aéreo Normal,"1216,74","209,84","21,21",Bobby Elias,Recife,93405,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,"0,59",7/29/2012
1614,11684,7/27/2012,Alta,8,"1173,5",0,Aéreo Normal,"53,87","140,81","24,49",Jenna Caffey,São Paulo,17602,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Cadeiras,Hon Olson Stacker Stools,Large Box,"0,57",7/29/2012
2237,16161,7/28/2012,Média,49,"2692,6895","0,03",Aéreo Normal,"768,32","65,99","4,2",Kristina Nunn,Anápolis,48127,Goiás,Centro-Oeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,6162i,Small Box,"0,55",7/29/2012
863,6182,7/21/2012,Baixa,40,"255,48","0,04",Aéreo Normal,"-116,79","6,48","6,65",Grant Carroll,Palmas,60130,Tocantins,Norte,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1966,Small Box,"0,36",7/28/2012
3231,23174,7/26/2012,Baixa,16,"3549,9","0,06",Transporte Rodoviário,"44,80","216,6","64,2",Harry Marie,Formosa,53110,Goiás,Centro-Oeste,Brasil,Consumidor,Mobiliário,Cadeiras,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,"0,59",7/28/2012
5323,37831,7/26/2012,Não Especificada,30,"453,87","0,08",Aéreo Normal,"76,59","15,98",4,Cynthia Voltz,Belo Horizonte,06512,Minas Gerais,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,Logitech Access Keyboard,Small Box,"0,37",7/28/2012
6893,49153,7/28/2012,Média,31,"2245,78","0,05",Transporte Rodoviário,"-432,46","70,98",30,Barbara Fisher,Brasília,67212,Distrito Federal,Centro-Oeste,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,Novimex Turbo Task Chair,Jumbo Drum,"0,73",7/28/2012
7802,55813,7/28/2012,Baixa,39,"2650,77","0,08",Aéreo Normal,"-824,43","70,71","37,58",Darren Powers,Aracajú,83616,Sergipe,Nordeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,"0,78",7/28/2012
730,5254,7/25/2012,Não Especificada,31,"1735,3515","0,08",Aéreo Normal,"258,62","65,99","8,99",William Brown,Florianópolis,31313,Santa Catarina,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,5180,Small Box,"0,56",7/27/2012
753,5408,7/20/2012,Baixa,20,"88,82","0,01",Aéreo Normal,"38,35","4,13","0,5",Bobby Elias,Recife,93405,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Etiquetas,Avery 506,Small Box,"0,39",7/27/2012
3332,23812,7/27/2012,Crítica,32,"5845,82","0,1",Transporte Rodoviário,"2227,89","200,97","15,59",Toby Grace,Florianópolis,31313,Santa Catarina,Sul,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,"0,36",7/27/2012
4314,30727,7/25/2012,Média,28,"1166,29","0,07",Aéreo Rápido,"302,86","41,71","4,5",Kean Nguyen,São Paulo,44903,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,"0,56",7/27/2012
6153,43556,7/22/2012,Baixa,31,"477,16","0,02",Aéreo Normal,"204,18","15,04","1,97",Saphhira Shifley,Arroio do Meio,29624,Rio Grande do Sul,Sul,Brasil,Consumidor,Material de Escritório,Papel,White GlueTop Scratch Pads,Wrap Bag,"0,39",7/27/2012
5709,40388,7/24/2012,Crítica,17,"67,73","0,1",Aéreo Normal,"2,44","4,28","0,94",Luke Schmidt,Porto Alegre,29406,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Newell 336,Wrap Bag,"0,56",7/26/2012
864,6182,7/21/2012,Baixa,18,"130,32","0,04",Aéreo Rápido,"-67,28","6,48","7,86",Grant Carroll,Palmas,60130,Tocantins,Norte,Brasil,Corporativo,Material de Escritório,Papel,Xerox 213,Small Box,"0,37",7/25/2012
2225,16098,7/21/2012,Baixa,31,"480,43","0,06",Aéreo Normal,"50,59","14,98","8,99",Patricia Hirasaki,Formosa,53150,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,"0,39",7/25/2012
2375,17218,7/23/2012,Crítica,32,"157,85","0,06",Aéreo Normal,"22,54","5,18","2,04",Clay Ludtke,São Paulo,11226,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Papel,Array® Memo Cubes,Wrap Bag,"0,36",7/25/2012
3452,24613,7/16/2012,Baixa,16,"9695,84",0,Aéreo Normal,"2752,11","599,99","24,49",Jasper Cacioppo,São Paulo,11520,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Copiadoras e fax,Hewlett Packard LaserJet 3310 Copier,Large Box,"0,37",7/25/2012
3453,24613,7/16/2012,Baixa,36,"246,79","0,01",Aéreo Normal,"-90,08","6,48","6,6",Jasper Cacioppo,São Paulo,11520,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 21,Small Box,"0,37",7/25/2012
3454,24613,7/16/2012,Baixa,39,"777,78","0,01",Aéreo Normal,"237,75","19,84","4,1",Jasper Cacioppo,São Paulo,11520,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Prismacolor Color Pencil Set,Wrap Bag,"0,44",7/25/2012
3816,27201,7/25/2012,Alta,10,"5056,89","0,02",Transporte Rodoviário,"789,05","500,98",26,Scot Coram,Formosa,53209,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,"0,6",7/25/2012
3817,27201,7/25/2012,Alta,45,"3500,1","0,01",Transporte Rodoviário,"-2661,32","70,89","89,3",Scot Coram,Formosa,53209,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mesas,KI Conference Tables,Jumbo Box,"0,72",7/25/2012
6602,46979,7/16/2012,Baixa,26,"135,88","0,05",Aéreo Normal,"-66,02","4,98","5,49",Neil French,Florianópolis,70802,Santa Catarina,Sul,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1952,Small Box,"0,38",7/25/2012
8072,57574,7/23/2012,Crítica,20,"466,36","0,07",Transporte Rodoviário,"-192,70","23,99","15,68",Russell D'Ascenzo,Maringá,34759,Paraná,Sul,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,"0,62",7/24/2012
2226,16098,7/21/2012,Baixa,44,"1001,99","0,09",Aéreo Normal,"333,53","24,95","2,99",Patricia Hirasaki,São Paulo,17403,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Large Capacity Hanging Post Binders,Small Box,"0,39",7/23/2012
2887,20807,7/21/2012,Não Especificada,39,"6152,52","0,08",Transporte Rodoviário,"768,06","160,98",30,Justin Hirsh,Anápolis,48187,Goiás,Centro-Oeste,Brasil,Consumidor,Mobiliário,Cadeiras,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,"0,62",7/23/2012
4189,29764,7/22/2012,Crítica,10,"165,09",0,Aéreo Rápido,"-8,59","15,01","8,4",Barry Gonzalez,Vitória,21128,Espírito Santo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,"0,39",7/23/2012
5902,41831,7/21/2012,Não Especificada,43,"3441,09","0,03",Transporte Rodoviário,"431,95","80,97","30,06",Muhammed Lee,Recife,92804,Pernambuco,Nordeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,"0,4",7/23/2012
7552,54023,7/22/2012,Não Especificada,45,"405,6","0,07",Aéreo Normal,"-8,59","8,85","5,6",Sean Miller,Novo Gama,54901,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,GBC Standard Plastic Binding Systems Combs,Small Box,"0,36",7/23/2012
1576,11396,7/21/2012,Crítica,42,"12270,3","0,07",Aéreo Normal,"4842,37","304,99","19,99",Matt Connell,São Paulo,44646,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Ibico Hi-Tech Manual Binding System,Small Box,"0,4",7/22/2012
2059,14727,7/19/2012,Média,50,"8532,152","0,04",Transporte Rodoviário,"-513,79","212,6","52,2",Bobby Trafton,Belo Horizonte,06108,Minas Gerais,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mesas,Bush Advantage Collection® Round Conference Table,Jumbo Box,"0,64",7/22/2012
2364,17091,7/21/2012,Média,45,"2604,315",0,Aéreo Normal,"750,87","65,99","5,26",Kean Nguyen,São Paulo,44052,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,8860,Small Box,"0,56",7/22/2012
2886,20807,7/21/2012,Não Especificada,16,"466,9475","0,1",Aéreo Normal,"82,82","35,99","3,3",Justin Hirsh,São Paulo,11714,São Paulo,Sudeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,Accessory9,Small Pack,"0,39",7/22/2012
3127,22465,7/21/2012,Não Especificada,4,"1121,78","0,04",Transporte Rodoviário,"-454,80","270,98",50,Thea Hendricks,Recife,92277,Pernambuco,Nordeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,"0,77",7/22/2012
3613,25825,7/19/2012,Não Especificada,45,"483,74","0,02",Aéreo Normal,"206,27","10,31","1,79",Michael Granlund,Anápolis,55016,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,"0,38",7/22/2012
4710,33568,7/21/2012,Média,10,"628,73","0,02",Aéreo Normal,"-181,87","55,5","52,2",Frank Olsen,Teresina,97420,Piauí,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,"0,72",7/22/2012
4711,33568,7/21/2012,Média,23,"385,81","0,01",Aéreo Rápido,"7,35","15,51","5,8",Frank Olsen,Teresina,97420,Piauí,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box,"0,6",7/22/2012
5707,40357,7/21/2012,Não Especificada,4,"240,49","0,05",Aéreo Normal,"-53,90","56,96","13,22",Emily Grady,Natal,84663,Rio Grande do Norte,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,"0,56",7/22/2012
5903,41831,7/21/2012,Não Especificada,38,"209,61","0,05",Aéreo Normal,"-96,29","5,28","5,66",Muhammed Lee,Recife,92804,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,"0,4",7/22/2012
6989,49927,7/20/2012,Não Especificada,28,"199,52","0,08",Aéreo Normal,"13,44","7,59",4,Parhena Norris,Anápolis,55076,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,"0,42",7/22/2012
2427,17634,7/21/2012,Alta,5,"489,07","0,08",Transporte Rodoviário,"-197,88","89,99",42,Alan Hwang,Formosa,75080,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,"Global Leather Task Chair, Black",Jumbo Drum,"0,66",7/21/2012
6990,49927,7/20/2012,Não Especificada,39,"85,66","0,04",Aéreo Normal,"6,67","2,18","0,78",Parhena Norris,Anápolis,55076,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Elásticos,Stockwell Push Pins,Wrap Bag,"0,52",7/21/2012
7461,53223,7/14/2012,Baixa,2,"13,29","0,08",Aéreo Normal,"-10,33","4,24","5,41",Stewart Visinsky,Ribeirão Pires,12306,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,"0,35",7/21/2012
1623,11745,7/19/2012,Alta,17,"686,27","0,06",Aéreo Normal,"-345,36","40,48","19,99",Mark Cousins,Anápolis,48180,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,Keytronic Designer 104- Key Black Keyboard,Small Box,"0,77",7/20/2012
2060,14727,7/19/2012,Média,33,"2269,41","0,05",Aéreo Normal,"630,18","70,97","3,5",Bobby Trafton,Vitória,04073,Espírito Santo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,"0,59",7/20/2012
4859,34595,7/19/2012,Média,12,"488,65","0,07",Aéreo Normal,"19,83","40,99","17,48",Dave Poirier,São Paulo,07501,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1893,Small Box,"0,36",7/20/2012
6198,43907,7/18/2012,Crítica,42,"1392,77",0,Transporte Rodoviário,"-1981,55","31,76","45,51",Anne Pryor,São Paulo,13501,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,Hon iLevel™ Computer Training Table,Jumbo Box,"0,65",7/20/2012
6988,49927,7/20/2012,Não Especificada,26,"139,54","0,01",Aéreo Normal,"-54,08","4,98","4,95",Parhena Norris,Anápolis,55076,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Cardinal Holdit Business Card Pockets,Small Box,"0,37",7/20/2012
7513,53635,7/18/2012,Não Especificada,33,"103,92","0,08",Aéreo Normal,"-52,76","3,14","1,92",Raymond Fair,Recife,94568,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,"Tesouras, réguas e aparadores",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,"0,84",7/20/2012
3361,24039,7/17/2012,Não Especificada,5,"199,16","0,1",Aéreo Normal,"-64,87","40,98","1,99",Sean Wendt,Anápolis,55345,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,"0,44",7/19/2012
3614,25825,7/19/2012,Não Especificada,27,"159,65","0,06",Aéreo Normal,"-1,79","5,85","2,27",Michael Granlund,Anápolis,55016,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,"0,56",7/19/2012
5425,38532,7/17/2012,Alta,44,"128,22","0,07",Aéreo Normal,"16,51","2,94","0,7",Pamela Coakley,São Paulo,44060,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Newell 338,Wrap Bag,"0,58",7/19/2012
5979,42374,7/17/2012,Crítica,11,"694,17",0,Aéreo Normal,"174,22","59,78","10,29",Dennis Pardue,Porto Alegre,27707,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,GBC Recycled Regency Composition Covers,Small Box,"0,39",7/19/2012
6436,45734,7/17/2012,Crítica,47,"557,52","0,03",Aéreo Rápido,"-157,30","11,66","7,95",Amy Hunt,Áurea,37086,Rio Grande do Sul,Sul,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,"0,58",7/19/2012
8333,59558,7/16/2012,Não Especificada,34,"94,56",0,Aéreo Normal,"37,73","2,61","0,5",Henry Goldwyn,Goiânia,60478,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Etiquetas,Avery 479,Small Box,"0,39",7/19/2012
4728,33666,7/16/2012,Não Especificada,17,"3801,27","0,02",Aéreo Normal,"-861,30","209,37",69,Theresa Swint,São Paulo,10573,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Hon 2111 Invitation™ Series Corner Table,Large Box,"0,79",7/18/2012
5179,36833,7/11/2012,Baixa,25,"184,32",0,Aéreo Normal,"-73,33","6,68","7,3",Harold Ryan,São Paulo,44145,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1959,Small Box,"0,37",7/18/2012
5978,42374,7/17/2012,Crítica,47,"807,6",0,Aéreo Normal,"214,30","16,74","5,08",Dennis Pardue,Porto Alegre,27707,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,GBC Poly Designer Binding Covers,Small Box,"0,36",7/18/2012
6601,46979,7/16/2012,Baixa,30,"8718,46","0,09",Transporte Rodoviário,"1554,85","306,14","26,53",Neil French,Florianópolis,70802,Santa Catarina,Sul,Brasil,Consumidor,Tecnologia,Máquinas de Escritório,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,"0,56",7/18/2012
1356,9892,7/16/2012,Média,50,"1406,64","0,02",Aéreo Normal,"424,36","27,18","8,23",Kelly Williams,Belém,60110,Pará,Norte,Brasil,Corporativo,Material de Escritório,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,"0,38",7/17/2012
2229,16103,7/15/2012,Não Especificada,31,"217,14",0,Aéreo Normal,"-62,97","6,48","6,22",Maria Zettner,Formosa,53094,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1894,Small Box,"0,37",7/17/2012
2230,16103,7/15/2012,Não Especificada,22,"426,7","0,06",Aéreo Normal,"104,77","19,84","4,1",Maria Zettner,Curitiba,33407,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Prismacolor Color Pencil Set,Wrap Bag,"0,44",7/17/2012
2443,17735,7/12/2012,Baixa,45,"311,65","0,03",Aéreo Normal,"-71,25","6,81","5,48",Ed Ludwig,Formosa,75116,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,"0,37",7/17/2012
2444,17735,7/12/2012,Baixa,28,"101,19","0,06",Aéreo Normal,"32,47","3,78","0,71",Ed Ludwig,Formosa,75116,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Elásticos,Staples Bulldog Clip,Wrap Bag,"0,39",7/17/2012
4324,30786,7/16/2012,Média,4,"72,72","0,06",Aéreo Normal,"-36,61","15,42","10,68",Quincy Jones,São Luís,88201,Maranhão,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,"Decoflex Hanging Personal Folder File, Blue",Small Box,"0,58",7/17/2012
5977,42374,7/17/2012,Crítica,21,"205,32","0,08",Aéreo Rápido,"37,30","10,01","1,99",Dennis Pardue,Porto Alegre,28027,Rio Grande do Sul,Sul,Brasil,Corporativo,Tecnologia,Periféricos,TDK 4.7GB DVD-R,Small Pack,"0,41",7/17/2012
7781,55683,7/15/2012,Alta,50,"172,23","0,02",Aéreo Normal,"32,35","3,29","1,35",Meg Tillman,Erval Seco,39560,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Elásticos,Acco® Hot Clips™ Clips to Go,Wrap Bag,"0,4",7/17/2012
4244,30208,7/16/2012,Baixa,46,"1752,0965","0,1",Aéreo Normal,"356,35","45,99","4,99",Lindsay Shagiari,São Paulo,45040,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,600 Series Non-Flip,Small Box,"0,57",7/16/2012
4323,30786,7/16/2012,Média,23,"65,91","0,01",Aéreo Normal,"0,76","2,78","1,34",Quincy Jones,São Luís,88201,Maranhão,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Prang Drawing Pencil Set,Wrap Bag,"0,45",7/16/2012
